City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
346,Lokosovo,RU,61.1333,74.8167,43.2,74,87,8.99,overcast clouds
347,Okha,RU,53.5739,142.9478,37.53,57,97,23.96,light rain
348,Sabang,ID,5.8933,95.3214,78.96,81,100,12.1,overcast clouds
349,Saint-Augustin,CA,51.226,-58.6502,51.06,81,100,8.99,overcast clouds
350,Champerico,GT,14.3,-91.9167,80.44,77,100,2.66,overcast clouds
351,Monreal,PH,12.644,123.6648,85.95,70,97,6.49,overcast clouds
352,Dolores,AR,-36.3132,-57.6792,51.15,94,37,7.72,scattered clouds
353,Pocoes,BR,-14.5297,-40.3653,60.39,96,23,3.36,few clouds
354,Tuyen Quang,VN,21.8233,105.2181,90.37,56,29,1.61,scattered clouds
355,Puerto Colombia,CO,10.9878,-74.9547,78.89,82,100,17.47,overcast clouds
356,Richards Bay,ZA,-28.783,32.0377,69.71,69,75,9.75,broken clouds
357,Khasan,RU,42.4308,130.6434,50.74,29,0,8.52,clear sky
358,Claveria,PH,18.6074,121.0832,87.17,68,6,13.33,clear sky
359,Mao,ES,39.8885,4.2658,64.96,88,20,1.14,few clouds
360,Marzuq,YE,14.4,46.4667,79.66,31,48,1.7,scattered clouds
361,Buckingham,GB,51.9997,-0.9878,61.99,59,100,11.01,overcast clouds
362,Weligama,LK,5.9667,80.4167,82.85,73,97,15.1,overcast clouds
363,Havoysund,NO,70.9963,24.6622,44.83,80,33,17.98,scattered clouds
364,Staryy Krym,UA,45.0333,35.1,51.78,56,2,5.37,clear sky
365,Pochutla,MX,15.7432,-96.4661,75.81,90,24,3.98,few clouds
366,Nachingwea,TZ,-10.3833,38.7667,71.08,73,52,3.58,broken clouds
367,Ban Nahin,LA,18.2418,104.2122,94.24,46,29,0.34,scattered clouds
368,Pedra Branca,BR,-5.4542,-39.7172,68.81,81,51,5.66,broken clouds
369,Saint-Pierre,RE,-21.3393,55.4781,74.88,69,40,8.05,scattered clouds
370,Bachaquero,VE,9.9694,-71.1494,79.09,81,100,1.59,overcast clouds
371,Piracuruca,BR,-3.9281,-41.7092,68.99,93,72,2.04,broken clouds
372,Isla Vista,US,34.4133,-119.861,70.45,76,0,5.75,clear sky
373,Balykshi,KZ,47.0667,51.8667,55.4,30,0,20.13,clear sky
374,Belmonte,BR,-15.8631,-38.8828,72.75,82,37,9.1,scattered clouds
375,Davila,PH,18.4726,120.5763,87.78,71,4,18.45,clear sky
376,Polewali,ID,-3.4324,119.3435,85.1,75,98,6.11,overcast clouds
377,Carahue,CL,-38.7,-73.1667,45.0,96,44,1.79,scattered clouds
378,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.4,100,100,3.44,overcast clouds
379,Shache,CN,38.4167,77.2406,64.04,18,78,3.56,broken clouds
380,Willowmore,ZA,-33.2926,23.4895,52.29,75,0,3.11,clear sky
381,Caravelas,BR,-17.7125,-39.2481,73.96,82,60,10.04,broken clouds
382,Nivala,FI,63.9167,24.9667,32.68,93,72,7.49,broken clouds
383,Adrar,MR,20.5022,-10.0711,87.22,19,25,12.53,scattered clouds
384,Dhidhdhoo,MV,6.8833,73.1,81.43,78,100,15.93,overcast clouds
385,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.12,88,49,11.95,scattered clouds
386,Ponta Do Sol,PT,32.6667,-17.1,72.23,67,81,4.47,broken clouds
387,Nerchinskiy Zavod,RU,51.3088,119.61,39.67,23,32,7.34,scattered clouds
388,Tucumcari,US,35.1717,-103.725,58.84,77,75,12.66,broken clouds
389,Filadelfia,US,39.9523,-75.1638,54.21,94,100,13.8,mist
390,Disna,BY,55.568,28.1971,39.78,98,81,7.78,broken clouds
391,Ginir,ET,7.1333,40.7,60.93,77,85,6.55,overcast clouds
392,Puerto Leguizamo,CO,-0.1934,-74.7819,74.62,76,57,1.81,broken clouds
393,Xichang,CN,27.8964,102.2634,76.3,69,86,6.13,overcast clouds
394,Matamoros,MX,25.5333,-103.25,62.11,78,1,1.72,clear sky
395,Hovd,MN,48.0056,91.6419,42.57,22,0,3.78,clear sky
396,General Roca,AR,-39.0333,-67.5833,56.62,46,60,12.33,broken clouds
397,Kisangani,CD,0.5167,25.2,70.27,99,100,1.92,light rain
398,Fort Walton Beach,US,30.4058,-86.6188,69.98,78,75,5.75,broken clouds
399,Idritsa,RU,56.3316,28.8988,40.73,94,89,7.11,overcast clouds
400,Dunmore Town,BS,25.5,-76.65,80.6,71,23,6.89,few clouds
401,Nantucket,US,41.2835,-70.0995,62.71,98,100,14.97,mist
402,Katsuura,JP,35.1333,140.3,69.58,87,100,22.41,light rain
403,Atasu,KZ,48.6814,71.6433,48.29,23,9,10.71,clear sky
404,Praia,CV,14.9215,-23.5087,77.54,88,20,5.75,few clouds
405,Cap Malheureux,MU,-19.9842,57.6142,77.47,63,77,10.0,broken clouds
406,Yuzhno-Kurilsk,RU,44.0306,145.8556,52.88,64,73,17.74,broken clouds
407,Snyder,US,32.7179,-100.9176,68.34,30,0,6.91,clear sky
408,Aksarka,RU,66.5606,67.7975,38.82,72,5,5.5,clear sky
409,Zabol,AF,32.25,67.25,67.84,13,0,6.35,clear sky
410,Babra,IN,21.85,71.3,87.24,52,6,10.47,clear sky
411,Nuuk,GL,64.1835,-51.7216,34.41,93,100,4.61,overcast clouds
412,Yatou,CN,37.15,122.3833,55.94,48,6,21.83,clear sky
413,Taltal,CL,-25.4,-70.4833,53.87,82,21,2.33,few clouds
414,Anzio,IT,41.4853,12.6179,63.73,78,4,4.61,clear sky
415,Lensk,RU,60.7253,114.9278,31.08,86,100,13.33,light snow
416,Sardarshahr,IN,28.4333,74.4833,90.28,31,27,0.78,scattered clouds
417,Ayaviri,PE,-14.8864,-70.5889,44.04,71,83,1.45,broken clouds
418,Ugoofaaru,MV,5.6667,73.0,81.36,78,100,15.9,overcast clouds
419,Tual,ID,-5.6667,132.75,83.26,73,95,10.42,overcast clouds
420,Thap Than,TH,15.4606,99.8917,83.43,78,94,6.06,overcast clouds
421,Matagami,CA,49.7502,-77.6328,53.71,94,100,0.0,overcast clouds
422,Srednekolymsk,RU,67.45,153.6833,26.29,58,50,19.04,scattered clouds
423,Cayenne,GF,4.9333,-52.3333,73.44,94,0,0.0,clear sky
424,Arman,RU,59.7,150.1667,32.02,66,100,8.1,overcast clouds
425,Kungalv,SE,57.871,11.9805,58.12,96,100,11.5,overcast clouds
426,Kamogawa,JP,35.1,140.1,70.14,86,100,18.99,light rain
427,Yenagoa,NG,4.9247,6.2642,73.87,96,80,3.44,light rain
428,Grahamstown,ZA,-33.3042,26.5328,53.96,82,0,4.65,clear sky
429,Ulladulla,AU,-35.35,150.4667,54.5,81,100,13.22,moderate rain
430,Markapur,IN,15.7333,79.2833,86.45,59,100,3.76,overcast clouds
431,Ichhawar,IN,23.0167,77.0167,84.29,65,66,7.23,broken clouds
432,Onega,RU,63.9061,38.1404,43.66,97,87,5.99,overcast clouds
433,Luau,AO,-10.7073,22.2247,69.85,57,25,1.88,scattered clouds
434,Pocatello,US,42.8713,-112.4455,58.48,54,0,8.99,clear sky
435,Geraldton,AU,-28.7667,114.6,68.41,52,75,17.27,broken clouds
436,Baykit,RU,61.67,96.37,34.36,89,100,7.25,light snow
437,Ereymentau,KZ,51.6199,73.1033,49.93,30,90,9.37,overcast clouds
438,Agadez,NE,19.75,10.25,79.41,24,0,12.88,clear sky
439,Ust-Maya,RU,60.4167,134.5333,32.49,45,90,11.48,overcast clouds
440,Wanning,CN,18.8003,110.3967,84.51,74,14,12.26,few clouds
441,Kiama,AU,-34.6833,150.8667,59.38,87,100,8.99,light rain
442,Flinders,AU,-34.5833,150.8552,59.18,86,100,4.0,light rain
443,Alugan,PH,12.2188,125.4808,85.23,70,100,6.93,overcast clouds
444,Muroto,JP,33.2833,134.15,74.55,73,96,14.5,overcast clouds
445,Eureka,US,40.8021,-124.1637,59.67,83,68,1.01,broken clouds
446,Progreso,MX,21.2833,-89.6667,71.71,66,8,8.41,clear sky
447,Rodas,CU,22.3408,-80.5572,70.0,80,40,3.91,scattered clouds
448,Hearst,CA,49.6835,-83.6665,55.65,98,100,4.38,overcast clouds
449,Nazarovo,RU,56.0064,90.3914,38.75,71,100,15.3,overcast clouds
450,Manokwari,ID,-0.8667,134.0833,84.27,68,100,8.52,overcast clouds
451,Ituverava,BR,-20.3394,-47.7806,68.59,85,87,2.48,overcast clouds
452,Minbu,MM,20.1833,94.8833,89.74,61,66,0.89,broken clouds
453,Littleton,US,39.6133,-105.0166,57.79,79,75,3.44,broken clouds
454,Hailey,US,43.5196,-114.3153,53.89,66,0,6.91,clear sky
455,San Jeronimo,PE,-11.9472,-75.2829,49.41,81,96,1.88,overcast clouds
456,Da Lat,VN,11.9465,108.4419,72.25,74,79,4.74,broken clouds
457,Aksay,RU,47.26,39.87,44.82,57,86,5.23,overcast clouds
458,Am Timan,TD,11.0297,20.2827,71.87,87,100,1.9,overcast clouds
459,Angoram,PG,-4.0625,144.0661,87.21,64,100,5.41,overcast clouds
460,Xinzhi,CN,36.4989,111.7047,53.51,70,100,5.73,overcast clouds
461,Gijon,ES,43.5357,-5.6615,64.45,95,3,3.0,clear sky
462,Manaure,CO,11.7751,-72.4445,82.98,76,86,13.2,overcast clouds
463,San Carlos De Bariloche,AR,-41.1456,-71.3082,43.02,75,40,14.97,scattered clouds
464,Mayskiy,RU,47.6931,40.1025,44.01,64,100,5.08,overcast clouds
465,Port Blair,IN,11.6667,92.75,84.24,84,75,6.91,broken clouds
466,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.63,94,100,4.56,overcast clouds
467,Salinas,US,36.6777,-121.6555,63.99,90,100,5.75,mist
468,Smirnykh,RU,49.75,142.8333,41.04,43,94,12.59,overcast clouds
469,Kaeo,NZ,-35.1,173.7833,63.32,75,100,12.55,overcast clouds
470,Lasa,IT,46.6166,10.7002,55.33,51,40,1.34,scattered clouds
471,Zaysan,KZ,47.4667,84.8667,52.41,17,0,5.82,clear sky
472,Huarmey,PE,-10.0681,-78.1522,60.53,86,44,8.34,scattered clouds
473,Tono,JP,39.3167,141.5333,52.63,65,100,6.22,overcast clouds
474,San Cristobal,VE,7.7669,-72.225,69.98,97,99,0.89,overcast clouds
475,Bogorodskoye,RU,56.55,37.8833,43.81,87,100,5.64,overcast clouds
476,Marystown,CA,47.1666,-55.1483,47.53,86,2,10.58,clear sky
477,Julio De Castilhos,BR,-29.2269,-53.6817,45.37,93,0,8.57,clear sky
478,Deputatskiy,RU,69.3,139.9,10.2,94,67,2.3,broken clouds
479,Oga,IT,46.4631,10.347,38.8,44,29,2.28,scattered clouds
480,Amahai,ID,-3.3333,128.9167,84.51,70,96,5.46,light rain
481,Kasongo,CD,-4.45,26.6667,70.39,85,96,2.3,overcast clouds
482,Orlik,RU,52.5178,99.825,35.78,31,3,2.48,clear sky
483,Robertson,US,36.5167,-86.8667,53.58,87,20,0.0,mist
484,Norsup,VU,-16.0667,167.3833,80.65,75,48,15.46,scattered clouds
485,Ambon,ID,-3.6954,128.1814,84.34,79,40,3.44,scattered clouds
486,Amapa,BR,1.0,-52.0,72.9,94,79,3.18,broken clouds
487,Deogarh,IN,21.5333,84.7333,82.47,79,100,8.43,overcast clouds
488,Luwuk,ID,-0.9516,122.7875,87.04,65,39,4.72,scattered clouds
489,Honningsvag,NO,70.9821,25.9704,44.35,70,5,20.71,clear sky
490,Culebra,PR,18.303,-65.301,82.49,82,70,10.0,broken clouds
491,Oksovskiy,RU,62.6062,39.8984,45.14,97,95,5.12,overcast clouds
492,Acaponeta,MX,22.4964,-105.3594,74.28,93,78,2.55,broken clouds
493,Rapid Valley,US,44.0625,-103.1463,56.71,72,100,11.01,overcast clouds
494,Shamary,RU,57.3434,58.2199,47.91,43,100,5.86,overcast clouds
495,Cartagena,CO,10.3997,-75.5144,82.02,89,0,3.44,clear sky
496,Livramento,BR,-3.0254,-60.1803,81.27,94,0,0.0,clear sky
497,Roald,NO,62.5833,6.1333,53.33,71,0,6.91,clear sky
498,High Level,CA,58.5169,-117.136,41.11,81,0,5.75,clear sky
499,Thanh Hoa,VN,19.8,105.7667,85.15,73,85,6.02,overcast clouds
500,Puri,IN,19.8,85.85,81.12,75,99,12.12,overcast clouds
501,Lengshuijiang,CN,27.6881,111.4294,61.05,66,100,2.55,overcast clouds
502,Hofn,IS,64.2539,-15.2082,44.17,67,53,10.78,broken clouds
503,Khani,GE,41.9563,42.9566,54.97,80,100,2.35,overcast clouds
504,Barinas,VE,8.6226,-70.2075,86.04,70,86,2.3,overcast clouds
505,Itarema,BR,-2.9248,-39.9167,77.02,80,39,16.49,scattered clouds
506,Inongo,CD,-1.95,18.2667,70.99,91,81,3.24,broken clouds
507,Walvis Bay,NA,-22.9575,14.5053,54.09,93,100,8.05,overcast clouds
508,Hervey Bay,AU,-25.2986,152.8535,73.02,56,100,7.0,overcast clouds
509,Kilindoni,TZ,-7.9139,39.6668,76.57,77,65,12.06,broken clouds
510,Sisophon,KH,13.5859,102.9737,87.73,63,100,7.23,overcast clouds
511,Santa Engracia,ES,41.9406,-1.3245,60.39,81,0,5.28,clear sky
512,Port-Gentil,GA,-0.7193,8.7815,76.96,88,40,9.22,scattered clouds
513,San Ignacio,BZ,17.1561,-89.0714,73.54,94,75,0.0,broken clouds
514,Gravdal,NO,68.1214,13.5031,49.89,93,75,6.91,broken clouds
515,Dakar,SN,14.6937,-17.4441,79.68,77,10,12.41,clear sky
516,Dawlatabad,AF,36.4141,64.9053,74.32,16,0,3.62,clear sky
517,Enniskerry,IE,53.1925,-6.1692,52.09,92,100,15.52,moderate rain
518,Chara,RU,56.9064,118.2631,28.4,55,30,5.3,scattered clouds
519,Aklavik,CA,68.2191,-135.0107,25.11,94,6,6.29,clear sky
520,Bereda,ES,43.2686,-7.5406,50.41,70,0,2.3,clear sky
521,Madang,PG,-5.2246,145.7966,82.33,83,100,7.61,overcast clouds
522,Mount Gambier,AU,-37.8333,140.7667,52.9,98,100,10.13,light rain
523,Bonthe,SL,7.5264,-12.505,75.97,91,99,2.8,overcast clouds
524,Pangoa,PE,-12.1167,-73.0,66.58,99,81,3.2,broken clouds
525,Conceicao Do Araguaia,BR,-8.2578,-49.2647,78.51,50,18,3.4,few clouds
526,Micheweni,TZ,-4.9667,39.8333,79.3,72,27,8.01,scattered clouds
527,Taylors,US,34.9204,-82.2962,58.98,67,0,8.05,clear sky
528,Gornyy,RU,55.1153,83.9059,39.76,85,100,13.33,overcast clouds
529,Ouegoa,NC,-20.35,164.4333,74.8,59,42,7.78,scattered clouds
530,Rio Gallegos,AR,-51.6226,-69.2181,39.25,81,0,6.91,clear sky
531,Bardiyah,LY,31.7561,25.0865,74.32,61,7,13.98,clear sky
532,Falmouth,GB,50.1544,-5.0711,63.5,94,100,19.57,overcast clouds
533,Necochea,AR,-38.5473,-58.7368,44.94,93,43,9.84,scattered clouds
534,Kita,ML,13.0349,-9.4895,74.37,87,28,4.07,scattered clouds
535,Campos Novos,BR,-27.4017,-51.225,51.93,98,19,6.06,few clouds
536,Kargasok,RU,59.0556,80.8572,44.82,68,96,11.16,overcast clouds
537,Ust-Nera,RU,64.5667,143.2,18.07,88,86,5.28,overcast clouds
538,Udachnyy,RU,66.4167,112.4,32.45,80,99,16.24,overcast clouds
539,Vasudevanallur,IN,9.2333,77.4167,91.2,46,98,3.2,light rain
540,Fethiye,TR,36.6217,29.1164,69.67,37,0,4.12,clear sky
541,Taldan,RU,53.6667,124.8,37.81,37,95,12.84,overcast clouds
542,Ambulu,ID,-8.345,113.6058,82.49,72,87,9.01,overcast clouds
543,Isla Mujeres,MX,21.2311,-86.731,73.45,59,33,7.47,scattered clouds
544,Canyon Lake,US,29.8752,-98.2625,72.9,55,0,1.01,clear sky
545,Tamandare,BR,-8.7597,-35.1047,75.65,79,53,5.88,broken clouds
546,San Lorenzo,PY,-25.3333,-57.5333,68.94,49,0,5.99,clear sky
547,Tall Kayf,TR,37.0833,41.0667,84.54,69,40,3.44,scattered clouds
548,Ariquemes,BR,-9.9133,-63.0408,73.06,88,87,1.92,overcast clouds
549,Antofagasta,CL,-23.65,-70.4,58.28,85,39,6.22,scattered clouds
550,Pombia,IT,45.653,8.6336,61.34,89,75,2.98,mist
551,Vostok,RU,46.4856,135.8833,36.54,45,76,11.43,broken clouds
552,Lakes Entrance,AU,-37.8811,147.981,59.16,62,100,18.81,light rain
553,Pontianak,ID,-0.0333,109.3333,84.18,74,75,3.44,broken clouds
554,Sola,VU,-13.8833,167.55,81.14,77,20,18.01,few clouds
555,Mpika,ZM,-11.8343,31.4529,73.06,21,39,14.2,scattered clouds
556,Muravlenko,RU,63.7898,74.523,36.81,79,70,13.24,broken clouds
557,Kangundo,KE,-1.2979,37.3471,62.94,66,30,3.18,scattered clouds
558,Shelburne,CA,44.0787,-80.2041,46.76,81,8,2.95,clear sky
559,Leningradskiy,RU,69.3833,178.4167,19.17,85,16,8.99,few clouds
560,Kisaran,ID,2.9845,99.6158,79.09,85,100,3.18,overcast clouds
561,Smithers,CA,54.7804,-127.1743,50.32,87,100,4.61,overcast clouds
562,Skjervoy,NO,70.0311,20.9714,46.4,75,100,15.03,overcast clouds
563,Gigmoto,PH,13.7796,124.39,83.55,79,97,4.56,overcast clouds
564,Yar-Sale,RU,66.8333,70.8333,39.99,66,95,9.78,overcast clouds
565,Nesebar,BG,42.7833,27.7333,52.68,59,76,8.55,broken clouds
566,Vieux-Habitants,GP,16.0589,-61.7659,80.17,80,30,13.89,scattered clouds
567,Pak Phanang,TH,8.3511,100.202,88.03,67,90,9.04,light rain
568,Liverpool,GB,53.4106,-2.9779,62.29,95,75,17.27,light intensity shower rain
569,Sassandra,CI,4.95,-6.0833,74.48,94,100,4.36,light rain
570,Peleduy,RU,59.6289,112.7406,35.64,53,83,11.21,broken clouds
571,Quatre Cocos,MU,-20.2078,57.7625,77.09,67,85,11.59,overcast clouds
572,Broome,US,42.2506,-75.833,50.14,91,100,6.91,overcast clouds
573,Pec,XK,42.6591,20.2883,48.92,77,18,2.48,few clouds
574,Calabar,NG,4.9517,8.322,74.08,95,100,1.12,light rain
575,Aosta,IT,45.7667,7.4167,46.9,76,100,1.99,overcast clouds
576,Flin Flon,CA,54.7682,-101.865,51.78,57,63,4.85,broken clouds
577,Ambilobe,MG,-13.2,49.05,87.21,33,8,7.81,clear sky
578,Dalianwan,CN,39.0286,121.695,55.44,33,0,11.18,clear sky
579,Sistranda,NO,63.7256,8.834,46.36,77,42,7.23,scattered clouds
580,Mabaruma,GY,8.2,-59.7833,73.08,99,98,2.48,overcast clouds
581,Parkes,AU,-33.1333,148.1833,55.35,84,100,1.99,moderate rain
582,Beloha,MG,-25.1667,45.05,82.76,40,5,3.6,clear sky
583,Opuwo,NA,-18.0607,13.84,72.95,27,0,3.69,clear sky
584,Kopervik,NO,59.2835,5.3067,54.32,93,40,14.97,light rain
585,Lingyuan,CN,41.24,119.4011,55.51,13,3,10.49,clear sky
586,Esil,KZ,51.9556,66.4042,52.99,24,15,4.9,few clouds
587,Great Falls,US,47.5002,-111.3008,61.41,68,0,9.22,clear sky
588,Denpasar,ID,-8.65,115.2167,76.71,94,100,11.5,overcast clouds
589,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,53.65,93,0,5.1,clear sky
590,Ust-Tsilma,RU,65.441,52.1498,44.96,96,100,3.87,overcast clouds
591,Fort Nelson,CA,58.8053,-122.7002,38.79,81,75,3.44,broken clouds
592,Nagyszenas,HU,46.6833,20.6667,50.32,74,49,4.81,scattered clouds
593,Tallahassee,US,30.4383,-84.2807,58.32,86,0,0.0,clear sky
594,Chumikan,RU,54.7183,135.315,40.23,33,100,16.98,overcast clouds
595,Rundu,NA,-17.9333,19.7667,79.36,15,0,3.38,clear sky
596,Saint Peter,BB,13.25,-59.6167,79.36,79,100,26.33,overcast clouds
597,Manta,EC,-0.95,-80.7333,71.38,88,0,8.05,clear sky
598,Isangel,VU,-19.55,169.2667,77.11,78,75,6.91,broken clouds
599,Blagoveshchensk,RU,50.2667,127.5333,45.21,29,40,15.66,scattered clouds
600,Narrabri,AU,-30.3167,149.7833,67.51,65,100,1.99,moderate rain
601,Moranbah,AU,-22.0016,148.0466,79.83,38,96,15.23,overcast clouds
602,Gobabis,NA,-22.45,18.9667,72.77,12,0,3.78,clear sky
603,Pemangkat,ID,1.1667,108.9667,76.5,88,96,6.93,overcast clouds
604,Teseney,ER,15.11,36.6575,83.25,52,33,3.91,scattered clouds
605,Nouadhibou,MR,20.931,-17.0347,80.58,50,0,14.97,clear sky
606,Belaya Kholunitsa,RU,58.84,50.8528,43.2,89,100,10.78,overcast clouds
607,Ostrovnoy,RU,68.0531,39.5131,46.99,88,100,11.83,overcast clouds
608,Alken,BE,50.8755,5.3056,57.06,59,76,12.28,broken clouds
609,Marsh Harbour,BS,26.5412,-77.0636,78.66,74,20,11.54,few clouds
610,Kang,BW,-23.6752,22.7876,79.92,16,0,15.28,clear sky
611,Bathurst,AU,-33.4166,149.5806,50.97,97,100,1.01,light rain
612,Bayanday,RU,53.0661,105.5139,37.98,44,33,4.99,scattered clouds
613,Faya,SA,18.3851,42.4509,68.52,18,9,17.13,clear sky
614,Sur,OM,22.5667,59.5289,88.45,42,26,4.59,scattered clouds
615,Ondangwa,NA,-17.9167,15.95,75.78,15,0,4.12,clear sky
616,Sidi Ali,DZ,36.0998,0.4206,66.42,77,35,3.13,scattered clouds
617,Butte,US,39.6499,-121.5677,75.99,60,0,4.61,clear sky
618,Nunkini,MX,20.3333,-90.1833,67.89,83,24,3.13,few clouds
619,Kurilsk,RU,45.2333,147.8833,51.37,64,84,17.4,broken clouds
620,Alyangula,AU,-13.8483,136.4192,84.88,66,22,12.15,few clouds
621,Kushmurun,KZ,52.4503,64.6311,54.18,22,37,8.55,scattered clouds
622,Uruzgan,AF,32.8333,66.0,73.09,8,0,0.98,clear sky
623,Ixtapa,MX,20.7,-105.2,74.23,93,76,1.99,broken clouds
624,Zambezi,ZM,-13.5432,23.1047,76.5,22,3,6.87,clear sky
625,Carazinho,BR,-28.2839,-52.7864,48.36,85,0,8.05,clear sky
626,Mbouda,CM,5.6258,10.2552,62.96,94,100,0.65,light rain
627,Neiafu,TO,-18.65,-173.9833,79.48,89,75,9.22,broken clouds
628,Yumen,CN,40.2833,97.2,60.39,20,58,10.89,broken clouds
629,Mulege,MX,26.8833,-111.9833,79.61,56,0,2.77,clear sky
630,Black River,JM,18.0264,-77.8487,78.57,86,99,1.88,overcast clouds
631,Ferkessedougou,CI,9.6,-5.2,70.07,88,94,4.63,overcast clouds
632,Durban,ZA,-29.8579,31.0292,69.93,78,38,4.0,scattered clouds
633,Carutapera,BR,-1.195,-46.02,75.79,84,23,5.84,few clouds
634,Coquimbo,CL,-29.9533,-71.3436,55.13,87,75,2.3,broken clouds
635,Fukue,JP,32.6881,128.8419,75.56,69,75,12.66,broken clouds
636,Peniche,PT,39.3558,-9.3811,58.1,95,0,9.6,clear sky
637,Kloulklubed,PW,7.0419,134.2556,84.7,89,100,3.2,overcast clouds
638,Morbegno,IT,46.1383,9.57,61.99,78,12,3.04,few clouds
639,Vega De Alatorre,MX,20.0333,-96.6333,75.2,83,49,3.44,scattered clouds
640,Ust-Koksa,RU,50.2696,85.6108,49.39,28,9,1.66,clear sky
641,Itupiranga,BR,-5.1347,-49.3267,73.72,64,28,1.41,scattered clouds
642,Joshimath,IN,30.5667,79.5667,76.17,40,0,7.56,clear sky
643,Akhmeta,GE,42.0311,45.2075,64.92,39,4,2.21,clear sky
644,Verkhnevilyuysk,RU,63.4453,120.3167,29.8,90,100,8.12,light snow
645,Bajram Curri,AL,42.3554,20.0784,50.23,77,6,4.41,clear sky
646,Narsimhapur,IN,22.95,79.2,83.43,72,92,1.57,overcast clouds
647,Glassboro,US,39.7029,-75.1118,54.66,97,100,3.0,overcast clouds
648,Diapaga,BF,12.0708,1.7889,73.81,83,93,5.57,overcast clouds
649,San Quintin,MX,30.4833,-115.95,68.58,86,14,6.22,few clouds
650,Solnechnyy,RU,50.7214,136.6319,38.62,43,77,8.57,broken clouds
651,Hue,VN,16.4667,107.6,86.11,70,40,6.91,scattered clouds
652,Turgenevo,RU,54.8455,46.3297,46.11,87,99,12.24,overcast clouds
653,Orcopampa,PE,-15.2661,-72.3417,42.51,45,0,1.45,clear sky
654,Lindi,TZ,-10.0,39.7167,79.61,61,93,6.4,overcast clouds
655,Dingtao,CN,35.0683,115.5625,54.43,54,100,2.17,moderate rain
656,Antalaha,MG,-14.9003,50.2788,75.16,65,98,6.91,overcast clouds
657,Ajdabiya,LY,30.7554,20.2263,70.79,71,0,5.26,clear sky
658,Hammerfest,NO,70.6634,23.6821,45.05,76,40,12.66,scattered clouds
659,Bozoum,CF,6.3193,16.3799,68.63,90,100,1.12,overcast clouds
660,Macklin,CA,52.3334,-109.9348,46.74,49,41,5.75,scattered clouds
661,Koindu,GN,8.4386,-10.3253,66.24,99,62,2.13,broken clouds
662,Mafinga,TZ,-7.25,35.0667,73.74,42,72,5.21,broken clouds
663,Humaita,BR,-7.5061,-63.0208,75.15,75,73,0.92,broken clouds
664,Cape Girardeau,US,37.3834,-89.7168,48.02,75,9,1.83,clear sky
665,Talara,PE,-4.5772,-81.2719,62.76,82,64,17.16,broken clouds
666,Leshukonskoye,RU,64.8989,45.7622,45.72,94,98,5.68,overcast clouds
667,Riyadh,SA,24.6877,46.7219,87.94,28,0,5.39,clear sky
668,Velyka Mykhaylivka,UA,47.0794,29.8514,55.06,66,94,10.47,overcast clouds
669,Dingle,PH,10.9995,122.6711,87.96,66,96,11.27,overcast clouds
670,Nemuro,JP,43.3236,145.575,54.21,55,99,18.75,overcast clouds
671,Canto Do Buriti,BR,-8.11,-42.9444,73.08,33,12,2.19,few clouds
